username,event_timestamp,event_name,platform,status,ip_address,description,direct_privileges,effective_privileges,inheritance_chain,analyst_context,confidence_level
svc-leader-test,2026-05-30 01:52:38,Console Login,Active Directory,Warning,65.83.228.191,Standard authentication flow verified.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk",GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins (Inherited)",No anomalies detected. Access parameters match baseline profile.,Medium
roy.martin,2026-05-29 23:38:09,Privilege Escalation,Active Directory,Warning,10.190.45.64,Added to group or role: arn:aws:iam::aws:policy/AdministratorAccess.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",Unapproved privilege elevation in directory logs.,Medium
timothy.gonzalez,2026-05-29 16:35:10,Console Login,Active Directory,Success,10.169.218.246,Standard authentication flow verified.,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access -> GG-HR-Staff -> GG-HR-Staff",No anomalies detected. Access parameters match baseline profile.,Low
mandy.foster,2026-05-29 10:13:58,Console Login,Okta,Success,10.95.140.72,Access to resource: s3://socgen-finance-reports/.,"SAP S4HANA, Workday, Slack, Concur",Workday,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
martin.hughes,2026-05-29 08:17:25,Console Login,Okta,Success,10.73.205.10,Standard authentication flow verified.,"Jira, Slack",Jira,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
svc-require-test,2026-05-29 03:38:03,API Access Event,AWS IAM,Success,10.89.253.113,Access to resource: s3://socgen-prod-data/customer/.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
svc-concern-test,2026-05-29 03:28:07,API Access Event,AWS IAM,Success,10.49.113.1,Access to resource: ec2:i-0a1b2c3d4e5f.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
david.martinez,2026-05-29 02:28:46,Privilege Escalation,AWS IAM,Warning,10.4.119.24,Added to group or role: arn:aws:iam::aws:policy/AdministratorAccess.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Unapproved privilege elevation in directory logs.,Medium
svc-energy-dev,2026-05-29 01:53:16,API Access Event,AWS IAM,Success,10.127.147.24,Access to resource: iam:CreateUser.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
svc-staff-test,2026-05-28 23:41:01,API Access Event,AWS IAM,Success,10.52.206.106,Access to resource: s3://socgen-prod-data/customer/.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
april.sandoval,2026-05-28 23:21:16,Privilege Escalation,Active Directory,Warning,10.184.184.144,Added to group or role: GG-Enterprise-Admins.,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access -> GG-Sales-Staff -> GG-Sales-Staff",Unapproved privilege elevation in directory logs.,Medium
danielle.burke,2026-05-28 23:11:56,Privilege Escalation,Active Directory,Warning,10.9.186.199,Added to group or role: arn:aws:iam::aws:policy/AdministratorAccess.,"GG-Sales-Staff, GG-CRM-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-Sales-Staff, GG-CRM-Access, GG-Domain-Admins -> GG-Sales-Staff -> GG-Domain-Admins",Unapproved privilege elevation in directory logs.,Medium
svc-eye-dev,2026-05-28 23:06:49,Privilege Escalation,Active Directory,Warning,10.183.234.180,Added to group or role: arn:aws:iam::aws:policy/IAMFullAccess.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk",GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins (Inherited)",Unapproved privilege elevation in directory logs.,Medium
david.cox,2026-05-28 19:06:43,API Access Event,Okta,Success,10.119.241.7,Access to resource: Salesforce.,"GitHub Enterprise, AWS SSO, Jira, Slack, Confluence",GitHub Enterprise,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
svc-above-prod,2026-05-28 03:53:35,API Access Event,AWS IAM,Success,10.178.177.247,Access to resource: ec2:i-0a1b2c3d4e5f.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
melody.lee,2026-05-28 03:47:20,Console Login,Okta,Warning,206.45.196.230,Standard authentication flow verified.,"GitHub Enterprise, AWS SSO, Jira, Slack, Confluence",GitHub Enterprise,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
melody.lee,2026-05-28 03:45:20,Console Login,AWS IAM,Warning,134.217.173.106,Standard authentication flow verified.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
melody.lee,2026-05-28 03:43:20,Console Login,Active Directory,Warning,212.76.28.225,Standard authentication flow verified.,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins -> GG-Dev-Staff -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
paula.moreno,2026-05-28 03:08:16,Privilege Escalation,AWS IAM,Warning,10.20.248.181,Added to group or role: arn:aws:iam::aws:policy/IAMFullAccess.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Unapproved privilege elevation in directory logs.,Medium
svc-cold-test,2026-05-28 02:52:08,API Access Event,AWS IAM,Success,10.53.198.169,Access to resource: ec2:i-0a1b2c3d4e5f.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
jody.jacobs,2026-05-28 02:15:42,Privilege Escalation,Active Directory,Warning,10.128.40.54,Added to group or role: arn:aws:iam::aws:policy/AdministratorAccess.,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access -> GG-Sales-Staff -> GG-Sales-Staff",Unapproved privilege elevation in directory logs.,Medium
rachel.shields,2026-05-28 02:02:12,Privilege Escalation,AWS IAM,Warning,10.235.48.134,Added to group or role: arn:aws:iam::aws:policy/AdministratorAccess.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Unapproved privilege elevation in directory logs.,Medium
svc-wait-test,2026-05-28 01:58:13,Console Login,Okta,Warning,29.6.162.158,Standard authentication flow verified.,None,None,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-wait-test,2026-05-28 01:56:13,Console Login,AWS IAM,Warning,197.228.3.223,Standard authentication flow verified.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-wait-test,2026-05-28 01:54:13,Console Login,Active Directory,Warning,212.59.230.13,Standard authentication flow verified.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk",GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins (Inherited)",No anomalies detected. Access parameters match baseline profile.,Medium
martin.hughes,2026-05-28 01:14:34,Privilege Escalation,Active Directory,Warning,10.197.97.50,Added to group or role: arn:aws:iam::aws:policy/AdministratorAccess.,"GG-Contractors, GG-Guest-Access",GG-Contractors,Direct Assignment,Unapproved privilege elevation in directory logs.,Medium
jacob.evans,2026-05-28 01:02:18,Privilege Escalation,AWS IAM,Warning,10.8.69.228,Added to group or role: GG-Enterprise-Admins.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,Unapproved privilege elevation in directory logs.,Medium
jeremy.mcintyre,2026-05-28 00:00:00,Console Login,Okta,Alert,10.68.135.30,Lingering session activity detected in cloud platform after HR termination date.,"Jira, Slack",Jira,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
angel.shields,2026-05-27 23:47:28,Privilege Escalation,AWS IAM,Warning,10.40.195.158,Added to group or role: GG-Enterprise-Admins.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Unapproved privilege elevation in directory logs.,Medium
svc-article-prod,2026-05-27 23:35:59,Privilege Escalation,Active Directory,Warning,10.130.184.247,Added to group or role: arn:aws:iam::aws:policy/IAMFullAccess.,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins -> GG-Dev-Staff -> GG-Domain-Admins",Unapproved privilege elevation in directory logs.,Medium
sarah.pittman,2026-05-27 13:10:58,Console Login,Okta,Success,10.206.9.59,Standard authentication flow verified.,"Jira, Slack",Jira,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
peter.dds,2026-05-27 03:46:47,Console Login,Okta,Warning,189.167.220.59,Standard authentication flow verified.,"SAP S4HANA, Workday, Slack, Concur",Workday,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-cut-dev,2026-05-27 03:45:25,API Access Event,AWS IAM,Success,10.70.60.192,Access to resource: s3://socgen-finance-reports/.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
joseph.bennett,2026-05-27 03:44:51,Console Login,AWS IAM,Warning,219.219.183.119,Standard authentication flow verified.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
peter.dds,2026-05-27 03:44:47,Console Login,AWS IAM,Warning,206.137.211.130,Standard authentication flow verified.,"arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess",arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
joseph.bennett,2026-05-27 03:42:51,Console Login,Active Directory,Warning,195.99.137.98,Standard authentication flow verified.,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access -> GG-Dev-Staff -> GG-Dev-Staff",No anomalies detected. Access parameters match baseline profile.,Medium
peter.dds,2026-05-27 03:42:47,Console Login,Active Directory,Warning,157.188.182.255,Standard authentication flow verified.,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS",GG-Finance-Staff,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS -> GG-Finance-Staff -> GG-Finance-Staff",No anomalies detected. Access parameters match baseline profile.,Medium
svc-source-dev,2026-05-27 02:46:12,API Access Event,AWS IAM,Success,10.150.229.46,Access to resource: s3://socgen-prod-data/customer/.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
svc-none-prod,2026-05-27 02:32:08,API Access Event,AWS IAM,Success,10.228.81.46,Access to resource: s3://socgen-finance-reports/.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
david.cox,2026-05-27 02:26:38,Console Login,Okta,Warning,103.53.133.162,Standard authentication flow verified.,"GitHub Enterprise, AWS SSO, Jira, Slack, Confluence",GitHub Enterprise,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
david.cox,2026-05-27 02:24:38,Console Login,AWS IAM,Warning,25.122.217.220,Standard authentication flow verified.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
david.cox,2026-05-27 02:22:38,Console Login,Active Directory,Warning,185.14.83.73,Standard authentication flow verified.,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access -> GG-Dev-Staff -> GG-Dev-Staff",No anomalies detected. Access parameters match baseline profile.,Medium
svc-always-prod,2026-05-27 02:08:30,API Access Event,AWS IAM,Alert,208.244.25.77,Static API credentials used from source IP: 208.244.25.77 without standard MFA check.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,API credentials used from unverified source IP.,High
svc-rule-prod,2026-05-27 02:06:07,API Access Event,AWS IAM,Success,10.40.252.158,Access to resource: s3://socgen-prod-data/customer/.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
jason.price,2026-05-27 02:04:07,Console Login,Okta,Warning,159.37.159.222,Standard authentication flow verified.,"Jira, Slack",Jira,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
jason.price,2026-05-27 02:02:07,Console Login,AWS IAM,Warning,169.116.123.109,Standard authentication flow verified.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
jason.price,2026-05-27 02:00:07,Console Login,Active Directory,Warning,100.227.242.174,Standard authentication flow verified.,"GG-Contractors, GG-Guest-Access",GG-Contractors,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-behavior-dev,2026-05-27 01:59:40,API Access Event,AWS IAM,Success,10.154.251.203,Access to resource: ec2:i-0a1b2c3d4e5f.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
brittany.murphy,2026-05-27 01:59:06,Console Login,Okta,Warning,207.63.164.86,Standard authentication flow verified.,"Workday, Slack, ServiceNow, BambooHR",Workday,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
brittany.murphy,2026-05-27 01:57:06,Console Login,AWS IAM,Warning,203.21.145.161,Standard authentication flow verified.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
brittany.murphy,2026-05-27 01:55:06,Console Login,Active Directory,Warning,118.16.250.163,Standard authentication flow verified.,"GG-HR-Staff, GG-HRIS-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-HR-Staff, GG-HRIS-Access, GG-Domain-Admins -> GG-HR-Staff -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
svc-protect-test,2026-05-27 01:32:04,API Access Event,AWS IAM,Success,10.51.131.165,Access to resource: s3://socgen-finance-reports/.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
svc-south-prod,2026-05-27 01:26:02,API Access Event,AWS IAM,Success,10.63.230.118,Access to resource: s3://socgen-finance-reports/.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
svc-above-prod,2026-05-27 01:19:10,API Access Event,AWS IAM,Alert,216.228.82.113,Static API credentials used from source IP: 216.228.82.113 without standard MFA check.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,API credentials used from unverified source IP.,High
